run	success	duration	cost	Emax_PT	EC50_edo_PT	Emax_aPTT	EC50_edo_aPTT	message	x	x0
76	True	18.15548539161682	47.89648534559522	3.7150244668771966	0.002740651090104531	1.9313674854854723	0.0008405476433129789	`ftol` termination condition is satisfied.	[3.71502447e+00 2.74065109e-03 1.93136749e+00 8.40547643e-04]	[4.08030015e-01 2.83760480e-07 4.00632425e+00 2.63047409e-03]
33	True	16.13275408744812	47.89648535179784	3.7150253699624525	0.0027406519772806936	1.931367366294727	0.0008405475622003566	`ftol` termination condition is satisfied.	[3.71502537e+00 2.74065198e-03 1.93136737e+00 8.40547562e-04]	[2.27015091e+00 1.96475980e-07 7.66048583e+00 3.54439398e-04]
23	True	16.762173652648926	47.89648535694141	3.715032205545342	0.00274065869263702	1.9313666844143382	0.0008405470981619301	`ftol` termination condition is satisfied.	[3.71503221e+00 2.74065869e-03 1.93136668e+00 8.40547098e-04]	[7.78750437e+00 9.53231952e-06 4.73221042e+00 3.22415497e-06]
21	True	16.831493377685547	47.896485357342705	3.7150261438711993	0.002740652737560631	1.9313672629467693	0.0008405474918691966	`ftol` termination condition is satisfied.	[3.71502614e+00 2.74065274e-03 1.93136726e+00 8.40547492e-04]	[1.17514165e-01 1.29380694e-04 1.91415343e+00 4.01940353e-04]
7	True	23.26415467262268	47.8964853587854	3.7150312345062235	0.0027406577386561806	1.9313667677084934	0.0008405471548458789	`ftol` termination condition is satisfied.	[3.71503123e+00 2.74065774e-03 1.93136677e+00 8.40547155e-04]	[6.55493178e-01 2.76779812e-06 1.33712967e-01 7.07515077e-04]
83	True	23.40335488319397	47.896485362518284	3.715025321280352	0.0027406519294560284	1.9313673144920236	0.0008405475269471755	`ftol` termination condition is satisfied.	[3.71502532e+00 2.74065193e-03 1.93136731e+00 8.40547527e-04]	[5.76682836e+00 6.28667929e-07 4.32637939e-01 4.59097566e-05]
78	True	21.14082622528076	47.896485363924356	3.7150176952409923	0.002740644437948286	1.9313680377945726	0.000840548019174774	`ftol` termination condition is satisfied.	[3.71501770e+00 2.74064444e-03 1.93136804e+00 8.40548019e-04]	[5.53885736e+00 3.62536242e-05 9.65136218e+00 9.12567757e-04]
66	True	21.648476123809814	47.8964853650534	3.7150286241187542	0.0027406551741594896	1.9313669847348438	0.0008405473025382784	`ftol` termination condition is satisfied.	[3.71502862e+00 2.74065517e-03 1.93136698e+00 8.40547303e-04]	[6.55551407e+00 1.00949111e-05 4.77371611e+00 4.80254956e-05]
47	True	13.99742841720581	47.896485366488264	3.715025426877807	0.002740652033193584	1.9313672834648345	0.0008405475058323074	`ftol` termination condition is satisfied.	[3.71502543e+00 2.74065203e-03 1.93136728e+00 8.40547506e-04]	[6.74031451e+00 5.16597087e-06 2.68269604e+00 2.08991966e-04]
89	True	15.51565933227539	47.89648536817272	3.715033348424086	0.0027406598154475453	1.9313665157964732	0.0008405469834128691	`ftol` termination condition is satisfied.	[3.71503335e+00 2.74065982e-03 1.93136652e+00 8.40546983e-04]	[6.64795780e-01 1.10017040e-07 2.06412687e+00 2.24123971e-07]
10	True	27.995067596435547	47.89648537198205	3.7150330190470986	0.002740659491853224	1.931366527278281	0.0008405469912265529	`ftol` termination condition is satisfied.	[3.71503302e+00 2.74065949e-03 1.93136653e+00 8.40546991e-04]	[1.79255968e-01 3.17030751e-07 2.67042848e-01 2.17259039e-07]
12	True	14.143866300582886	47.89648537229217	3.7150340294935233	0.002740660484562372	1.9313664288705326	0.0008405469242574058	`ftol` termination condition is satisfied.	[3.71503403e+00 2.74066048e-03 1.93136643e+00 8.40546924e-04]	[1.02964116e+00 2.15589001e-03 9.88181407e-01 2.96255359e-05]
84	True	22.084410905838013	47.89648537417965	3.7150297104160237	0.002740656241353577	1.9313668326094928	0.0008405471990127898	`ftol` termination condition is satisfied.	[3.71502971e+00 2.74065624e-03 1.93136683e+00 8.40547199e-04]	[1.67052693e+00 1.31708026e-05 4.97126108e-01 1.31732343e-03]
18	True	19.697537422180176	47.896485382289846	3.7150271782508413	0.0027406537537312983	1.9313670324534487	0.0008405473350121085	`ftol` termination condition is satisfied.	[3.71502718e+00 2.74065375e-03 1.93136703e+00 8.40547335e-04]	[4.02501808e+00 1.11877128e-07 4.09576195e-01 5.44770254e-03]
36	True	21.537423610687256	47.89648538334679	3.7150340692705526	0.0027406605236412907	1.9313663668349141	0.000840546882040483	`ftol` termination condition is satisfied.	[3.71503407e+00 2.74066052e-03 1.93136637e+00 8.40546882e-04]	[4.87443196e+00 3.76765058e-04 1.97148632e-01 2.78404754e-04]
19	True	13.967744588851929	47.89648538351507	3.7150334240541016	0.002740659889749894	1.9313664277428784	0.0008405469234900038	`ftol` termination condition is satisfied.	[3.71503342e+00 2.74065989e-03 1.93136643e+00 8.40546923e-04]	[4.65911513e-01 3.15798469e-04 2.04466853e-01 2.44214456e-06]
25	True	16.31925344467163	47.89648538536878	3.715024414834471	0.0027406510389788	1.9313672809766105	0.0008405475041390062	`ftol` termination condition is satisfied.	[3.71502441e+00 2.74065104e-03 1.93136728e+00 8.40547504e-04]	[5.14988979e-01 3.28678780e-07 1.17275954e+00 6.40027036e-03]
34	True	33.3116991519928	47.89648538563454	3.715033864158941	0.0027406603221295355	1.9313663744290495	0.0008405468872084978	`ftol` termination condition is satisfied.	[3.71503386e+00 2.74066032e-03 1.93136637e+00 8.40546887e-04]	[9.49744876e+00 1.88622530e-04 7.51951905e-01 5.87250068e-07]
94	True	19.178629398345947	47.89648538804614	3.715030117789122	0.002740656641564958	1.9313667205516183	0.0008405471227543348	`ftol` termination condition is satisfied.	[3.71503012e+00 2.74065664e-03 1.93136672e+00 8.40547123e-04]	[7.91113465e+00 1.75240084e-05 4.44736134e-01 2.93061984e-03]
8	True	26.358567476272583	47.89648538809664	3.7150334967040597	0.0027406599611244946	1.9313663966532155	0.0008405469023326467	`ftol` termination condition is satisfied.	[3.71503350e+00 2.74065996e-03 1.93136640e+00 8.40546902e-04]	[1.94473382e-01 1.45760742e-03 8.95380415e+00 3.67176348e-06]
54	True	13.700335264205933	47.896485392387376	3.7150347471603844	0.0027406611896358614	1.931366254295357	0.0008405468054542669	`ftol` termination condition is satisfied.	[3.71503475e+00 2.74066119e-03 1.93136625e+00 8.40546805e-04]	[1.86859648e+00 7.46637865e-03 5.68832148e+00 9.10223183e-06]
27	True	18.42630171775818	47.896485392455055	3.7150325826438615	0.002740659063112868	1.9313664612414616	0.0008405469462867002	`ftol` termination condition is satisfied.	[3.71503258e+00 2.74065906e-03 1.93136646e+00 8.40546946e-04]	[1.13895484e+00 2.79267899e-05 6.62028211e+00 5.20972811e-05]
92	True	14.41980242729187	47.896485393898836	3.715031569349235	0.0027406580676162242	1.9313665506891462	0.0008405470071582851	`ftol` termination condition is satisfied.	[3.71503157e+00 2.74065807e-03 1.93136655e+00 8.40547007e-04]	[3.15286071e-01 3.44659529e-04 3.11774368e-01 5.66285689e-05]
28	True	13.216341495513916	47.89648539699331	3.7150307359965624	0.002740657248906534	1.931366614210558	0.0008405470503863399	`ftol` termination condition is satisfied.	[3.71503074e+00 2.74065725e-03 1.93136661e+00 8.40547050e-04]	[3.22286790e-01 5.43301797e-07 1.14122617e-01 9.23266180e-04]
57	True	20.92795419692993	47.89648539702138	3.715030176374758	0.00274065669912078	1.9313666676660333	0.000840547086764248	`ftol` termination condition is satisfied.	[3.71503018e+00 2.74065670e-03 1.93136667e+00 8.40547087e-04]	[1.49750532e-01 2.51371313e-06 1.55700557e-01 3.51907928e-03]
86	True	25.00012493133545	47.89648539795495	3.715034475256461	0.0027406609225027636	1.931366251010514	0.0008405468032188453	`ftol` termination condition is satisfied.	[3.71503448e+00 2.74066092e-03 1.93136625e+00 8.40546803e-04]	[4.91787600e-01 2.45326590e-03 1.80622137e-01 7.77198759e-07]
51	True	30.335039138793945	47.89648540273196	3.7150340774554844	0.0027406605316825645	1.9313662639471836	0.0008405468120226021	`ftol` termination condition is satisfied.	[3.71503408e+00 2.74066053e-03 1.93136626e+00 8.40546812e-04]	[5.72435208e-01 1.39938205e-05 1.78683544e+00 1.08977349e-06]
62	True	17.729138612747192	47.89648540481681	3.7150260166879634	0.002740652612616825	1.9313670250766508	0.0008405473299919945	`ftol` termination condition is satisfied.	[3.71502602e+00 2.74065261e-03 1.93136703e+00 8.40547330e-04]	[2.18355911e-01 3.65409446e-07 4.37837294e-01 1.16134090e-03]
42	True	28.59169626235962	47.896485405429374	3.7150350791238385	0.002740661515775426	1.9313661538100453	0.0008405467370713061	`ftol` termination condition is satisfied.	[3.71503508e+00 2.74066152e-03 1.93136615e+00 8.40546737e-04]	[3.42168178e+00 2.41655955e-03 3.73078019e-01 1.38558053e-07]
74	True	22.912304162979126	47.89648540651133	3.715024834232727	0.0027406514509878666	1.9313671294341053	0.0008405474010101266	`ftol` termination condition is satisfied.	[3.71502483e+00 2.74065145e-03 1.93136713e+00 8.40547401e-04]	[1.24962829e+00 3.86327111e-07 2.20944609e-01 2.08741721e-05]
24	True	16.03412127494812	47.89648540722291	3.715028880671364	0.002740655426199658	1.9313667380460753	0.0008405471346597909	`ftol` termination condition is satisfied.	[3.71502888e+00 2.74065543e-03 1.93136674e+00 8.40547135e-04]	[1.80992655e+00 1.41761553e-06 1.68054692e-01 7.42739328e-07]
17	True	18.693171739578247	47.89648540902121	3.715034272176074	0.002740660722985991	1.9313662121724375	0.0008405467767884871	`ftol` termination condition is satisfied.	[3.71503427e+00 2.74066072e-03 1.93136621e+00 8.40546777e-04]	[3.68137276e-01 4.41058114e-06 8.93768633e+00 1.35880408e-05]
30	True	14.405112743377686	47.89648540956138	3.7150333666650788	0.0027406598333682844	1.931366296050263	0.0008405468338696133	`ftol` termination condition is satisfied.	[3.71503337e+00 2.74065983e-03 1.93136630e+00 8.40546834e-04]	[5.13351625e-01 4.82830187e-04 2.44142394e-01 3.73250450e-05]
1	True	14.566958904266357	47.89648541425577	3.7150248222858355	0.002740651439251459	1.9313670897873758	0.0008405473740294269	`ftol` termination condition is satisfied.	[3.71502482e+00 2.74065144e-03 1.93136709e+00 8.40547374e-04]	[1.79757727e+00 1.35477056e-07 2.34098046e-01 5.52773257e-07]
44	True	28.158076763153076	47.89648541476421	3.7150150777852153	0.0027406418667641204	1.9313680208556185	0.0008405480076473397	`ftol` termination condition is satisfied.	[3.71501508e+00 2.74064187e-03 1.93136802e+00 8.40548008e-04]	[5.26401489e-01 6.69831535e-07 9.66121247e+00 7.40095242e-04]
59	True	15.545686483383179	47.896485416951634	3.715034543812842	0.0027406609898562033	1.9313661443872647	0.0008405467306588485	`ftol` termination condition is satisfied.	[3.71503454e+00 2.74066099e-03 1.93136614e+00 8.40546731e-04]	[3.31570036e+00 1.83199279e-04 6.26996766e+00 7.97183197e-06]
63	True	21.25265598297119	47.89648541729803	3.715031849667144	0.002740658343009747	1.931366400593673	0.000840546905014237	`ftol` termination condition is satisfied.	[3.71503185e+00 2.74065834e-03 1.93136640e+00 8.40546905e-04]	[2.27067833e-01 3.98211036e-03 1.21206844e+00 7.89345855e-06]
48	True	11.737184524536133	47.89648542312276	3.7150303685579087	0.0027406568879257917	1.93136651177819	0.000840546980678321	`ftol` termination condition is satisfied.	[3.71503037e+00 2.74065689e-03 1.93136651e+00 8.40546981e-04]	[1.98123455e-01 4.49008614e-05 9.49781655e-01 3.28877911e-05]
9	True	23.14911913871765	47.89648542326588	3.7150209948957893	0.0027406476793419695	1.9313674090396886	0.0008405475912894951	`ftol` termination condition is satisfied.	[3.71502099e+00 2.74064768e-03 1.93136741e+00 8.40547591e-04]	[3.73285547e+00 8.86414968e-07 2.97525978e+00 3.69956356e-03]
0	True	12.837547540664673	47.89648542869069	3.7150322374390305	0.0027406587239705606	1.931366303446904	0.0008405468389032229	`ftol` termination condition is satisfied.	[3.71503224e+00 2.74065872e-03 1.93136630e+00 8.40546839e-04]	[4.94831262e-01 9.64290299e-05 3.88933814e-01 1.24379131e-03]
87	True	17.728219270706177	47.896485436090764	3.715030613782085	0.002740657128839948	1.9313664199853315	0.0008405469182107862	`ftol` termination condition is satisfied.	[3.71503061e+00 2.74065713e-03 1.93136642e+00 8.40546918e-04]	[3.03542725e+00 8.85994190e-07 2.70721300e+00 6.64341938e-07]
93	True	14.983102321624756	47.89648543901582	3.715024517819351	0.0027406511401491212	1.931366988541742	0.0008405473051289765	`ftol` termination condition is satisfied.	[3.71502452e+00 2.74065114e-03 1.93136699e+00 8.40547305e-04]	[1.13247205e+00 1.20174860e-06 1.88981720e-01 8.02982798e-06]
97	True	21.26298713684082	47.89648544214255	3.7150329374238096	0.0027406594116630985	1.9313661655520542	0.00084054674506206	`ftol` termination condition is satisfied.	[3.71503294e+00 2.74065941e-03 1.93136617e+00 8.40546745e-04]	[4.75143219e-01 6.97576631e-04 8.81428854e-01 1.45768408e-05]
39	True	26.01141333580017	47.89648544353171	3.7150193975957624	0.0027406461102352075	1.931367455351998	0.000840547622806314	`ftol` termination condition is satisfied.	[3.71501940e+00 2.74064611e-03 1.93136746e+00 8.40547623e-04]	[7.59743805e+00 1.82135876e-04 2.52152114e+00 1.35217892e-03]
81	True	17.780101537704468	47.89648544375301	3.7150330791640687	0.002740659550914699	1.9313661434945024	0.0008405467300512954	`ftol` termination condition is satisfied.	[3.71503308e+00 2.74065955e-03 1.93136614e+00 8.40546730e-04]	[2.15422081e+00 1.80773782e-05 4.73933496e-01 3.33828523e-07]
88	True	12.223642587661743	47.89648544599587	3.715035114198317	0.0027406615502345824	1.9313659367832614	0.0008405465893787489	`ftol` termination condition is satisfied.	[3.71503511e+00 2.74066155e-03 1.93136594e+00 8.40546589e-04]	[7.50735608e+00 2.94795120e-03 6.23679115e-01 3.09315385e-06]
35	True	14.805389881134033	47.896485447444796	3.7150288144605184	0.0027406553611533614	1.931366532534199	0.0008405469948033488	`ftol` termination condition is satisfied.	[3.71502881e+00 2.74065536e-03 1.93136653e+00 8.40546995e-04]	[1.94008207e-01 2.16052285e-06 8.78839542e-01 3.23923212e-05]
49	True	23.2899808883667	47.89648544799706	3.7150074049273187	0.002740634329832154	1.9313685812873065	0.0008405483890368571	`ftol` termination condition is satisfied.	[3.71500740e+00 2.74063433e-03 1.93136858e+00 8.40548389e-04]	[2.05700484e-01 1.30793133e-05 3.22573095e+00 8.49506552e-03]
52	True	30.36999797821045	47.8964854522022	3.7150339640639505	0.0027406604202810892	1.9313660142419098	0.0008405466420914368	`ftol` termination condition is satisfied.	[3.71503396e+00 2.74066042e-03 1.93136601e+00 8.40546642e-04]	[9.08103234e-01 7.16843105e-04 4.08981051e-01 1.28016545e-04]
73	True	17.706425428390503	47.89648545357541	3.7150230958142783	0.0027406497432061233	1.9313670480944134	0.0008405473456562149	`ftol` termination condition is satisfied.	[3.71502310e+00 2.74064974e-03 1.93136705e+00 8.40547346e-04]	[2.25267030e-01 4.81434328e-04 9.91781942e-01 5.65860768e-04]
6	True	17.943918704986572	47.89648545434712	3.715035005396619	0.0027406614433415706	1.9313659032163113	0.0008405465665355433	`ftol` termination condition is satisfied.	[3.71503501e+00 2.74066144e-03 1.93136590e+00 8.40546567e-04]	[2.89175427e+00 4.04592120e-03 1.76760092e-01 4.93621027e-06]
53	True	17.88515281677246	47.896485456406005	3.7150333001475873	0.002740659768018536	1.9313660556852403	0.000840546670294733	`ftol` termination condition is satisfied.	[3.71503330e+00 2.74065977e-03 1.93136606e+00 8.40546670e-04]	[1.06271383e-01 1.40320906e-07 1.15495484e-01 2.31163160e-07]
2	True	15.488039016723633	47.89648545720022	3.7150224226814794	0.0027406490819420247	1.931367093496303	0.000840547376553457	`ftol` termination condition is satisfied.	[3.71502242e+00 2.74064908e-03 1.93136709e+00 8.40547377e-04]	[1.18777165e-01 5.32729580e-05 1.49932691e+00 2.01952946e-04]
95	True	20.560415983200073	47.89648545742536	3.715025473500241	0.0027406520789948815	1.931366800017458	0.0008405471768330198	`ftol` termination condition is satisfied.	[3.71502547e+00 2.74065208e-03 1.93136680e+00 8.40547177e-04]	[4.36092486e+00 2.42292126e-06 1.63387854e-01 2.15714787e-04]
26	True	16.358476161956787	47.8964854576809	3.715035074366066	0.0027406615111010874	1.9313658790518373	0.0008405465500909718	`ftol` termination condition is satisfied.	[3.71503507e+00 2.74066151e-03 1.93136588e+00 8.40546550e-04]	[3.53264272e+00 6.68812072e-03 2.48299997e-01 1.44644555e-07]
71	True	14.239925384521484	47.89648545835731	3.715009928169837	0.0027406368083282696	1.931368284829772	0.0008405481872891626	`ftol` termination condition is satisfied.	[3.71500993e+00 2.74063681e-03 1.93136828e+00 8.40548187e-04]	[3.41703158e+00 1.24176760e-06 7.63960065e+00 7.83336263e-03]
20	True	12.108242988586426	47.896485461291626	3.7150157372370405	0.0027406425145534317	1.9313677125837905	0.0008405477978597307	`ftol` termination condition is satisfied.	[3.71501574e+00 2.74064251e-03 1.93136771e+00 8.40547798e-04]	[1.50752651e-01 3.23798243e-05 3.95634164e+00 1.36160478e-03]
69	True	14.609184741973877	47.89648546151998	3.7150228483442334	0.0027406495000990806	1.9313670299594257	0.0008405473333148556	`ftol` termination condition is satisfied.	[3.71502285e+00 2.74064950e-03 1.93136703e+00 8.40547333e-04]	[1.36603295e+00 1.07222552e-06 2.31361608e+00 9.50319015e-05]
4	True	15.148427486419678	47.89648546606601	3.7150348461332188	0.0027406612868722453	1.9313658567441871	0.0008405465349100203	`ftol` termination condition is satisfied.	[3.71503485e+00 2.74066129e-03 1.93136586e+00 8.40546535e-04]	[5.82311288e+00 9.55298725e-04 6.60500280e+00 2.45675366e-05]
22	True	14.328600883483887	47.896485468849654	3.7150261834499525	0.002740652776442519	1.931366671829955	0.0008405470895979119	`ftol` termination condition is satisfied.	[3.71502618e+00 2.74065278e-03 1.93136667e+00 8.40547090e-04]	[2.06574191e-01 1.36170581e-03 5.11137235e-01 7.48276635e-05]
32	True	14.42099905014038	47.89648546923876	3.715030264148404	0.0027406567853515474	1.9313662788804045	0.00084054682218506	`ftol` termination condition is satisfied.	[3.71503026e+00 2.74065679e-03 1.93136628e+00 8.40546822e-04]	[1.23630235e-01 5.74722696e-06 4.19837368e-01 2.68804870e-06]
61	True	18.21315598487854	47.89648547258584	3.7150338113334085	0.0027406602702311706	1.9313659215067833	0.0008405465789826963	`ftol` termination condition is satisfied.	[3.71503381e+00 2.74066027e-03 1.93136592e+00 8.40546579e-04]	[6.33143329e-01 3.56755942e-03 2.07362451e+00 8.00876450e-07]
40	True	13.205519676208496	47.896485476949074	3.715033276185155	0.002740659744476801	1.9313659497779063	0.0008405465982219537	`ftol` termination condition is satisfied.	[3.71503328e+00 2.74065974e-03 1.93136595e+00 8.40546598e-04]	[0.63738246 0.00860617 0.1324367  0.00448458]
79	True	24.154768466949463	47.89648547889748	3.7150339340060814	0.0027406603907507705	1.9313658765141968	0.0008405465483640409	`ftol` termination condition is satisfied.	[3.71503393e+00 2.74066039e-03 1.93136588e+00 8.40546548e-04]	[1.39715621e-01 2.36483380e-03 1.31960979e-01 7.15265052e-07]
5	True	16.507567405700684	47.896485481170046	3.715033878851545	0.0027406603365642537	1.9313658698265168	0.0008405465438128922	`ftol` termination condition is satisfied.	[3.71503388e+00 2.74066034e-03 1.93136587e+00 8.40546544e-04]	[8.64347746e-01 2.03324012e-06 1.19806244e+00 1.68025393e-07]
16	True	26.947485208511353	47.89648548259759	3.7150273383004992	0.0027406539109641817	1.9313664887857238	0.0008405469650313198	`ftol` termination condition is satisfied.	[3.71502734e+00 2.74065391e-03 1.93136649e+00 8.40546965e-04]	[9.72080730e+00 4.53286415e-04 1.67498699e+00 1.45025887e-04]
46	True	21.481910943984985	47.89648548748114	3.7150348012623415	0.002740661242788594	1.9313657482461648	0.0008405464610742229	`ftol` termination condition is satisfied.	[3.71503480e+00 2.74066124e-03 1.93136575e+00 8.40546461e-04]	[1.36420731e+00 1.70275001e-04 2.58979146e+00 8.68879223e-07]
13	True	13.582441329956055	47.89648549861819	3.715033575510801	0.0027406600385478943	1.9313658069773394	0.0008405465010423522	`ftol` termination condition is satisfied.	[3.71503358e+00 2.74066004e-03 1.93136581e+00 8.40546501e-04]	[7.10496587e+00 1.04784327e-04 2.37926556e+00 8.40111991e-07]
11	True	19.554344177246094	47.89648550581391	3.715023523318505	0.0027406501631742747	1.9313667319867387	0.0008405471305362518	`ftol` termination condition is satisfied.	[3.71502352e+00 2.74065016e-03 1.93136673e+00 8.40547131e-04]	[2.62262841e+00 2.58998401e-05 4.74719785e-01 3.51878007e-04]
64	True	22.06485104560852	47.8964855095591	3.7150347726231594	0.0027406612146519023	1.9313656347026864	0.000840546383804868	`ftol` termination condition is satisfied.	[3.71503477e+00 2.74066121e-03 1.93136563e+00 8.40546384e-04]	[6.62789461e-01 4.24711329e-04 1.38398873e-01 6.33314263e-07]
14	True	26.295299291610718	47.8964855102376	3.7150243815553265	0.0027406510062860244	1.931366626460734	0.0008405470587229183	`ftol` termination condition is satisfied.	[3.71502438e+00 2.74065101e-03 1.93136663e+00 8.40547059e-04]	[1.29246790e+00 1.16665724e-06 1.29487175e+00 1.52851575e-05]
15	True	29.21523380279541	47.896485511375616	3.7150345794581003	0.0027406610248760293	1.9313656436341151	0.0008405463898829425	`ftol` termination condition is satisfied.	[3.71503458e+00 2.74066102e-03 1.93136564e+00 8.40546390e-04]	[1.44040173e+00 4.12041443e-03 1.37485758e-01 2.25844895e-07]
77	True	21.549418210983276	47.89648551446842	3.7150304258170097	0.002740656944178491	1.9313660251656652	0.0008405466495253467	`ftol` termination condition is satisfied.	[3.71503043e+00 2.74065694e-03 1.93136603e+00 8.40546650e-04]	[5.25013953e-01 1.59828993e-06 1.75801556e+00 4.78582204e-06]
45	True	18.42451286315918	47.896485515124844	3.7150235510865124	0.002740650190452821	1.9313666802841991	0.0008405470953512553	`ftol` termination condition is satisfied.	[3.71502355e+00 2.74065019e-03 1.93136668e+00 8.40547095e-04]	[1.44452864e-01 1.80879989e-07 2.22554216e-01 1.12512497e-05]
58	True	19.615981817245483	47.89648551658772	3.715027735348061	0.00274065430102472	1.9313662717204514	0.0008405468173125163	`ftol` termination condition is satisfied.	[3.71502774e+00 2.74065430e-03 1.93136627e+00 8.40546817e-04]	[7.72227425e-01 1.61351308e-05 3.58332460e+00 7.37897603e-05]
96	True	22.946996450424194	47.8964855285536	3.715033422508513	0.0027406598882314115	1.9313656639588335	0.000840546403714453	`ftol` termination condition is satisfied.	[3.71503342e+00 2.74065989e-03 1.93136566e+00 8.40546404e-04]	[1.43351252e-01 1.01904195e-04 1.02745141e+00 3.91386416e-07]
75	True	21.692439079284668	47.896485530862826	3.7150293619831163	0.0027406558990471356	1.9313660407150237	0.0008405466601071037	`ftol` termination condition is satisfied.	[3.71502936e+00 2.74065590e-03 1.93136604e+00 8.40546660e-04]	[4.90280714e-01 4.87039249e-05 1.45271651e+00 8.18657401e-05]
55	True	10.75320553779602	47.89648553795117	3.7150311979587887	0.0027406577027509174	1.9313658275220873	0.0008405465150236003	`ftol` termination condition is satisfied.	[3.71503120e+00 2.74065770e-03 1.93136583e+00 8.40546515e-04]	[3.35779599e+00 1.57473706e-04 2.81052167e-01 4.50636046e-04]
65	True	22.224441528320312	47.89648554262082	3.715030978934698	0.0027406574875754293	1.931365823905078	0.0008405465125621317	`ftol` termination condition is satisfied.	[3.71503098e+00 2.74065749e-03 1.93136582e+00 8.40546513e-04]	[1.09162428e-01 3.28516233e-05 2.68075412e-01 1.64876038e-07]
80	True	20.453808069229126	47.896485543214744	3.715033888877334	0.002740660346414093	1.9313655420723224	0.000840546320767447	`ftol` termination condition is satisfied.	[3.71503389e+00 2.74066035e-03 1.93136554e+00 8.40546321e-04]	[3.75010035e+00 9.35746016e-04 3.56907795e-01 1.87893115e-04]
29	True	14.552352666854858	47.89648554861182	3.715035075024019	0.0027406615117475364	1.9313654000492775	0.0008405462241170153	`ftol` termination condition is satisfied.	[3.71503508e+00 2.74066151e-03 1.93136540e+00 8.40546224e-04]	[3.12503494e+00 6.47390728e-03 2.83138564e+00 2.61155970e-07]
72	True	16.65942096710205	47.89648555395628	3.7150335216048678	0.002740659985588222	1.9313655206703986	0.0008405463062028727	`ftol` termination condition is satisfied.	[3.71503352e+00 2.74065999e-03 1.93136552e+00 8.40546306e-04]	[1.20418970e-01 4.29710282e-03 2.26202429e+00 2.03589973e-07]
85	True	21.26615619659424	47.896485556679046	3.715030343130755	0.0027406568629455945	1.9313658107585374	0.0008405465036155545	`ftol` termination condition is satisfied.	[3.71503034e+00 2.74065686e-03 1.93136581e+00 8.40546504e-04]	[2.52767842e-01 2.42928088e-04 1.03431328e+00 9.66780146e-06]
