study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Mendell2011		caucasFed	16.0	ED60	aPTT		plasma	coagulation assay	aPTT_caucasFed	0.0	hr		37.4					sec	sec
Mendell2011		caucasFed	16.0	ED60	aPTT		plasma	coagulation assay	aPTT_caucasFed	1.5	hr		44.2					sec	sec
Mendell2011		caucasFed	16.0	ED60	aPTT		plasma	coagulation assay	aPTT_caucasFed	3.0	hr		42.7					sec	sec
Mendell2011		caucasFed	16.0	ED60	aPTT		plasma	coagulation assay	aPTT_caucasFed	6.0	hr		42.7					sec	sec
Mendell2011		caucasFed	16.0	ED60	aPTT		plasma	coagulation assay	aPTT_caucasFed	12.0	hr		35.1					sec	sec
Mendell2011		caucasFed	16.0	ED60	aPTT		plasma	coagulation assay	aPTT_caucasFed	24.0	hr		33.7					sec	sec
