study	name	group	measurement_type	count	substance	choice	value	unit	comments
Chen2017b	IS080	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS081	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS082	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS083	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS084	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS085	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS086	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS087	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS088	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS089	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS090	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS091	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS092	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS093	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS094	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS095	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS096	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS097	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS098	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS099	all	species	1	NA	homo sapiens	NA	NA	NA
Chen2017b	IS100	all	species	1	NA	homo sapiens	NA	NA	NA
